uf;ibge;municipio;2021;2020;nome_teste;2019;teste
MG;3120003;Córrego Novo;2688;2728;Córrego Novo;2771;certo
SC;4204558;Correia Pinto;12315;12553;Correia Pinto;12795;certo
PI;2202901;Corrente;26771;26709;Corrente;26644;certo
PE;2604700;Correntes;18327;18268;Correntes;18207;certo
BA;2909307;Correntina;32243;32191;Correntina;32137;certo
PE;2604809;Cortês;12543;12560;Cortês;12578;certo
MS;5003207;Corumbá;112669;112058;Corumbá;111435;certo
GO;5205802;Corumbá de Goiás;11223;11169;Corumbá de Goiás;11110;certo
GO;5205901;Corumbaíba;10012;9869;Corumbaíba;9723;certo
SP;3512704;Corumbataí;4072;4064;Corumbataí;4055;certo
PR;4106555;Corumbataí do Sul;3038;3127;Corumbataí do Sul;3219;certo
RO;1100072;Corumbiara;7052;7220;Corumbiara;7391;certo
SC;4204509;Corupá;16300;16107;Corupá;15909;certo
AL;2702306;Coruripe;57647;57294;Coruripe;56933;certo
SP;3512803;Cosmópolis;74662;73474;Cosmópolis;72252;certo
SP;3512902;Cosmorama;7289;7298;Cosmorama;7307;certo
RO;1100080;Costa Marques;19255;18798;Costa Marques;18331;certo
MS;5003256;Costa Rica;21456;21142;Costa Rica;20823;certo
BA;2909406;Cotegipe;13756;13769;Cotegipe;13782;certo
SP;3513009;Cotia;257882;253608;Cotia;249210;certo
RS;4305959;Cotiporã;3824;3838;Cotiporã;3853;certo
MT;5103379;Cotriguaçu;20717;20238;Cotriguaçu;19750;certo
MG;3120102;Couto de Magalhães de Minas;4436;4423;Couto de Magalhães de Minas;4410;certo
TO;1706001;Couto Magalhães;5690;5639;Couto Magalhães;5588;certo
RS;4305975;Coxilha;2731;2743;Coxilha;2756;certo
MS;5003306;Coxim;33547;33459;Coxim;33543;certo
PB;2504850;Coxixola;1948;1935;Coxixola;1921;certo
AL;2702355;Craíbas;24396;24309;Craíbas;24219;certo
CE;2304103;Crateús;75241;75159;Crateús;75074;certo
CE;2304202;Crato;133913;133031;Crato;132123;certo
SP;3513108;Cravinhos;35858;35579;Cravinhos;35292;certo
BA;2909505;Cravolândia;5352;5351;Cravolândia;5349;certo
SC;4204608;Criciúma;219393;217311;Criciúma;215186;certo
MG;3120151;Crisólita;6814;6760;Crisólita;6704;certo
BA;2909604;Crisópolis;21219;21163;Crisópolis;21103;certo
RS;4306007;Crissiumal;13269;13357;Crissiumal;13448;certo
MG;3120201;Cristais;13060;12931;Cristais;12798;certo
SP;3513207;Cristais Paulista;8803;8718;Cristais Paulista;8631;certo
RS;4306056;Cristal;8121;8067;Cristal;8009;certo
RS;4306072;Cristal do Sul;2840;2844;Cristal do Sul;2847;certo
TO;1706100;Cristalândia;7268;7278;Cristalândia;7289;certo
PI;2203008;Cristalândia do Piauí;8350;8323;Cristalândia do Piauí;8294;certo
MG;3120300;Cristália;5992;5982;Cristália;5971;certo
GO;5206206;Cristalina;61385;60210;Cristalina;58997;certo
MG;3120409;Cristiano Otoni;5161;5156;Cristiano Otoni;5150;certo
GO;5206305;Cristianópolis;2962;2964;Cristianópolis;2966;certo
MG;3120508;Cristina;10211;10226;Cristina;10242;certo
SE;2801702;Cristinápolis;18181;18029;Cristinápolis;17874;certo
PI;2203107;Cristino Castro;10464;10444;Cristino Castro;10423;certo
BA;2909703;Cristópolis;13981;13947;Cristópolis;13910;certo
GO;5206404;Crixás;17136;17044;Crixás;16949;certo
TO;1706258;Crixás do Tocantins;1749;1735;Crixás do Tocantins;1722;certo
CE;2304236;Croatá;18201;18133;Croatá;18063;certo
GO;5206503;Cromínia;3458;3472;Cromínia;3486;certo
MG;3120607;Crucilândia;5072;5054;Crucilândia;5034;certo
CE;2304251;Cruz;25121;24977;Cruz;24827;certo
RS;4306106;Cruz Alta;59561;59922;Cruz Alta;60299;certo
BA;2909802;Cruz das Almas;63923;63591;Cruz das Almas;63239;certo
PB;2504900;Cruz do Espírito Santo;17599;17461;Cruz do Espírito Santo;17319;certo
PR;4106803;Cruz Machado;18772;18741;Cruz Machado;18708;certo
SP;3513306;Cruzália;2021;2046;Cruzália;2073;certo
RS;4306130;Cruzaltense;1765;1799;Cruzaltense;1833;certo
SP;3513405;Cruzeiro;82895;82571;Cruzeiro;82238;certo
MG;3120706;Cruzeiro da Fortaleza;3651;3639;Cruzeiro da Fortaleza;3626;certo
PR;4106571;Cruzeiro do Iguaçu;4229;4240;Cruzeiro do Iguaçu;4252;certo
PR;4106605;Cruzeiro do Oeste;20962;20947;Cruzeiro do Oeste;20932;certo
AC;1200203;Cruzeiro do Sul;89760;89072;Cruzeiro do Sul;88376;certo
PR;4106704;Cruzeiro do Sul;4430;4449;Cruzeiro do Sul;4469;certo
RS;4306205;Cruzeiro do Sul;12457;12402;Cruzeiro do Sul;12348;certo
RN;2403004;Cruzeta;7968;7983;Cruzeta;7998;certo
MG;3120805;Cruzília;15529;15474;Cruzília;15417;certo
PR;4106852;Cruzmaltina;2892;2921;Cruzmaltina;2950;certo
SP;3513504;Cubatão;132521;131626;Cubatão;130705;certo
PB;2505006;Cubati;7866;7832;Cubati;7797;certo
MT;5103403;Cuiabá;623614;618124;Cuiabá;612547;certo
PB;2505105;Cuité;20331;20334;Cuité;20338;certo
PB;2505238;Cuité de Mamanguape;6360;6356;Cuité de Mamanguape;6353;certo
PB;2505204;Cuitegi;6748;6775;Cuitegi;6803;certo
RO;1100940;Cujubim;27131;26183;Cujubim;25215;certo
GO;5206602;Cumari;2820;2837;Cumari;2854;certo
PE;2604908;Cumaru;9494;10192;Cumaru;10906;certo
PA;1502764;Cumaru do Norte;14044;13761;Cumaru do Norte;13473;certo
SE;2801900;Cumbe;4008;3998;Cumbe;3987;certo
SP;3513603;Cunha;21373;21459;Cunha;21547;certo
SC;4204707;Cunha Porã;11150;11118;Cunha Porã;11086;certo
SC;4204756;Cunhataí;1972;1967;Cunhataí;1962;certo
MG;3120839;Cuparaque;5026;5005;Cuparaque;4982;certo
PE;2605004;Cupira;24237;24173;Cupira;24107;certo
BA;2909901;Curaçá;35065;34886;Curaçá;34700;certo
PI;2203206;Curimatá;11461;11426;Curimatá;11388;certo
PA;1502772;Curionópolis;17764;17846;Curionópolis;17929;certo
PR;4106902;Curitiba;1963726;1948626;Curitiba;1933105;certo
SC;4204806;Curitibanos;40037;39893;Curitibanos;39745;certo
PR;4107009;Curiúva;15289;15196;Curiúva;15101;certo
PI;2203230;Currais;4982;4968;Currais;4954;certo
RN;2403103;Currais Novos;45022;44905;Currais Novos;44786;certo
PB;2505279;Curral de Cima;5209;5218;Curral de Cima;5227;certo
MG;3120870;Curral de Dentro;7867;7799;Curral de Dentro;7729;certo
PI;2203271;Curral Novo do Piauí;5390;5367;Curral Novo do Piauí;5343;certo
PB;2505303;Curral Velho;2508;2512;Curral Velho;2516;certo
PA;1502806;Curralinho;35530;34994;Curralinho;34448;certo
PI;2203255;Curralinhos;4475;4459;Curralinhos;4443;certo
PA;1502855;Curuá;14776;14587;Curuá;14393;certo
PA;1502905;Curuçá;41093;40584;Curuçá;40066;certo
MA;2103703;Cururupu;32559;32626;Cururupu;32695;certo
MT;5103437;Curvelândia;5267;5241;Curvelândia;5219;certo
MG;3120904;Curvelo;81085;80616;Curvelo;80129;certo
PE;2605103;Custódia;37633;37375;Custódia;37111;certo
AP;1600212;Cutias;6217;6101;Cutias;5983;certo
GO;5206701;Damianópolis;3302;3306;Damianópolis;3311;certo
PB;2505352;Damião;5409;5370;Damião;5330;certo
GO;5206800;Damolândia;2944;2953;Damolândia;2938;certo
TO;1706506;Darcinópolis;6250;6174;Darcinópolis;6097;certo
BA;2910008;Dário Meira;10347;10525;Dário Meira;10710;certo
MG;3121001;Datas;5431;5421;Datas;5410;certo
RS;4306304;David Canabarro;4732;4736;David Canabarro;4740;certo
MA;2103752;Davinópolis;12923;12916;Davinópolis;12908;certo
GO;5206909;Davinópolis;2094;2094;Davinópolis;2094;certo
MG;3121100;Delfim Moreira;8007;8016;Delfim Moreira;8025;certo
MG;3121209;Delfinópolis;7146;7131;Delfinópolis;7114;certo
AL;2702405;Delmiro Gouveia;52501;52262;Delmiro Gouveia;52016;certo
MG;3121258;Delta;10994;10768;Delta;10533;certo
PI;2203305;Demerval Lobão;13862;13840;Demerval Lobão;13817;certo
MT;5103452;Denise;9626;9544;Denise;9462;certo
MS;5003454;Deodápolis;13043;12984;Deodápolis;12924;certo
CE;2304269;Deputado Irapuan Pinheiro;9698;9662;Deputado Irapuan Pinheiro;9625;certo
RS;4306320;Derrubadas;2718;2761;Derrubadas;2805;certo
SP;3513702;Descalvado;34097;33910;Descalvado;33718;certo
SC;4204905;Descanso;8136;8192;Descanso;8250;certo
MG;3121308;Descoberto;5044;5029;Descoberto;5013;certo
PB;2505402;Desterro;8332;8315;Desterro;8297;certo
MG;3121407;Desterro de Entre Rios;7266;7255;Desterro de Entre Rios;7243;certo
MG;3121506;Desterro do Melo;2867;2884;Desterro do Melo;2901;certo
RS;4306353;Dezesseis de Novembro;2331;2378;Dezesseis de Novembro;2427;certo
SP;3513801;Diadema;429550;426757;Diadema;423884;certo
PB;2505600;Diamante;6506;6528;Diamante;6552;certo
PR;4107108;Diamante do Norte;4975;5030;Diamante do Norte;5087;certo
PR;4107124;Diamante do Sul;3409;3424;Diamante do Sul;3439;certo
PR;4107157;Diamante D'Oeste;5279;5266;Diamante D'Oeste;5253;certo
MG;3121605;Diamantina;47924;47825;Diamantina;47723;certo
MT;5103502;Diamantino;22311;22178;Diamantino;22041;certo
TO;1707009;Dianópolis;22704;22424;Dianópolis;22139;certo
BA;2910057;Dias d'Ávila;83705;82432;Dias d'Ávila;81089;certo
RS;4306379;Dilermando de Aguiar;2991;3002;Dilermando de Aguiar;3014;certo
MG;3121704;Diogo de Vasconcelos;3779;3790;Diogo de Vasconcelos;3802;certo
MG;3121803;Dionísio;7493;7609;Dionísio;7729;certo
SC;4205001;Dionísio Cerqueira;15592;15545;Dionísio Cerqueira;15498;certo
GO;5207105;Diorama;2477;2479;Diorama;2484;certo
SP;3513850;Dirce Reis;1805;1799;Dirce Reis;1793;certo
PI;2203354;Dirceu Arcoverde;7046;7029;Dirceu Arcoverde;7011;certo
SE;2802007;Divina Pastora;5290;5215;Divina Pastora;5138;certo
MG;3121902;Divinésia;3430;3424;Divinésia;3417;certo
MG;3122009;Divino;20020;19976;Divino;19931;certo
MG;3122108;Divino das Laranjeiras;4969;4974;Divino das Laranjeiras;4979;certo
ES;3201803;Divino de São Lourenço;4236;4270;Divino de São Lourenço;4304;certo
SP;3513900;Divinolândia;11027;11086;Divinolândia;11146;certo
MG;3122207;Divinolândia de Minas;7655;7614;Divinolândia de Minas;7571;certo
MG;3122306;Divinópolis;242505;240408;Divinópolis;238230;certo
GO;5208301;Divinópolis de Goiás;4701;4778;Divinópolis de Goiás;4804;certo
TO;1707108;Divinópolis do Tocantins;6986;6943;Divinópolis do Tocantins;6900;certo
MG;3122355;Divisa Alegre;6946;6868;Divisa Alegre;6786;certo
MG;3122405;Divisa Nova;6039;6025;Divisa Nova;6011;certo
MG;3122454;Divisópolis;11396;11211;Divisópolis;11019;certo
SP;3514007;Dobrada;9088;9010;Dobrada;8929;certo
SP;3514106;Dois Córregos;27704;27512;Dois Córregos;27315;certo
RS;4306403;Dois Irmãos;33547;33119;Dois Irmãos;32671;certo
RS;4306429;Dois Irmãos das Missões;1992;2008;Dois Irmãos das Missões;2026;certo
MS;5003488;Dois Irmãos do Buriti;11547;11467;Dois Irmãos do Buriti;11385;certo
TO;1707207;Dois Irmãos do Tocantins;7173;7185;Dois Irmãos do Tocantins;7198;certo
RS;4306452;Dois Lajeados;3410;3405;Dois Lajeados;3400;certo
AL;2702504;Dois Riachos;11059;11067;Dois Riachos;11075;certo
PR;4107207;Dois Vizinhos;41424;41038;Dois Vizinhos;40641;certo
SP;3514205;Dolcinópolis;2108;2112;Dolcinópolis;2115;certo
MT;5103601;Dom Aquino;8087;8159;Dom Aquino;8178;certo
BA;2910107;Dom Basílio;12281;12240;Dom Basílio;12199;certo
MG;3122470;Dom Bosco;3635;3655;Dom Bosco;3677;certo
MG;3122504;Dom Cavati;5025;5048;Dom Cavati;5072;certo
PA;1502939;Dom Eliseu;61206;60469;Dom Eliseu;59719;certo
PI;2203404;Dom Expedito Lopes;6940;6922;Dom Expedito Lopes;6904;certo
RS;4306502;Dom Feliciano;15556;15487;Dom Feliciano;15414;certo
PI;2203453;Dom Inocêncio;9574;9565;Dom Inocêncio;9556;certo
MG;3122603;Dom Joaquim;4436;4451;Dom Joaquim;4195;certo
BA;2910206;Dom Macedo Costa;4072;4065;Dom Macedo Costa;4058;certo
RS;4306601;Dom Pedrito;38222;38339;Dom Pedrito;38461;certo
MA;2103802;Dom Pedro;23393;23372;Dom Pedro;23350;certo
RS;4306551;Dom Pedro de Alcântara;2520;2527;Dom Pedro de Alcântara;2534;certo
MG;3122702;Dom Silvério;5227;5232;Dom Silvério;5237;certo
MG;3122801;Dom Viçoso;2992;2997;Dom Viçoso;3001;certo
ES;3201902;Domingos Martins;34120;33986;Domingos Martins;33850;certo
PI;2203420;Domingos Mourão;4352;4354;Domingos Mourão;4355;certo
SC;4205100;Dona Emma;4224;4186;Dona Emma;4146;certo
MG;3122900;Dona Euzébia;6664;6619;Dona Eusébia;6572;errado
RS;4306700;Dona Francisca;2958;2999;Dona Francisca;3041;certo
PB;2505709;Dona Inês;10375;10413;Dona Inês;10453;certo
MG;3123007;Dores de Campos;10291;10223;Dores de Campos;10153;certo
MG;3123106;Dores de Guanhães;5139;5154;Dores de Guanhães;5169;certo
MG;3123205;Dores do Indaiá;13373;13427;Dores do Indaiá;13483;certo
ES;3202009;Dores do Rio Preto;6793;6771;Dores do Rio Preto;6749;certo
MG;3123304;Dores do Turvo;4202;4230;Dores do Turvo;4259;certo
MG;3123403;Doresópolis;1539;1533;Doresópolis;1527;certo
PE;2605152;Dormentes;19246;19079;Dormentes;18908;certo
PR;4107256;Douradina;8988;8869;Douradina;8747;certo
MS;5003504;Douradina;6025;5975;Douradina;5924;certo
SP;3514304;Dourado;8883;8878;Dourado;8873;certo
MG;3123502;Douradoquara;1915;1912;Douradoquara;1908;certo
MS;5003702;Dourados;227990;225495;Dourados;222949;certo
PR;4107306;Doutor Camargo;5987;5983;Doutor Camargo;5979;certo
RS;4306734;Doutor Maurício Cardoso;4380;4462;Doutor Maurício Cardoso;4549;certo
SC;4205159;Doutor Pedrinho;4164;4115;Doutor Pedrinho;4064;certo
RS;4306759;Doutor Ricardo;1967;1975;Doutor Ricardo;1983;certo
RN;2403202;Doutor Severiano;7068;7072;Doutor Severiano;7076;certo
PR;4128633;Doutor Ulysses;5525;5552;Doutor Ulysses;5580;certo
GO;5207253;Doverlândia;7174;7247;Doverlândia;7322;certo
SP;3514403;Dracena;47287;47043;Dracena;46793;certo
SP;3514502;Duartina;12421;12433;Duartina;12445;certo
RJ;3301603;Duas Barras;11563;11528;Duas Barras;11492;certo
PB;2505808;Duas Estradas;3569;3582;Duas Estradas;3596;certo
TO;1707306;Dueré;4686;4686;Dueré;4686;certo
SP;3514601;Dumont;10174;10023;Dumont;9868;certo
MA;2103901;Duque Bacelar;11451;11401;Duque Bacelar;11349;certo
RJ;3301702;Duque de Caxias;929449;924624;Duque de Caxias;919596;certo
MG;3123528;Durandé;7898;7870;Durandé;7841;certo
SP;3514700;Echaporã;6026;6064;Echaporã;6102;certo
ES;3202108;Ecoporanga;22748;22835;Ecoporanga;22923;certo
GO;5207352;Edealina;3678;3688;Edealina;3699;certo
GO;5207402;Edéia;12559;12467;Edéia;12372;certo
AM;1301407;Eirunepé;36121;35700;Eirunepé;35273;certo
SP;3514809;Eldorado;15592;15544;Eldorado;15494;certo
MS;5003751;Eldorado;12447;12400;Eldorado;12353;certo
PA;1502954;Eldorado do Carajás;34069;33940;Eldorado do Carajás;33808;certo
RS;4306767;Eldorado do Sul;42490;41902;Eldorado do Sul;41285;certo
PI;2203503;Elesbão Veloso;14550;14575;Elesbão Veloso;14602;certo
SP;3514908;Elias Fausto;18095;17936;Elias Fausto;17772;certo
PI;2203602;Eliseu Martins;4943;4930;Eliseu Martins;4915;certo
SP;3514924;Elisiário;3742;3697;Elisiário;3651;certo
BA;2910305;Elísio Medrado;8129;8126;Elísio Medrado;8122;certo
MG;3123601;Elói Mendes;28556;28320;Elói Mendes;28076;certo
PB;2505907;Emas;3556;3539;Emas;3522;certo
SP;3514957;Embaúba;2446;2449;Embaúba;2452;certo
SP;3515004;Embu das Artes;279264;276535;Embu das Artes;273726;certo
SP;3515103;Embu-Guaçu;70402;69901;Embu-Guaçu;69385;certo
SP;3515129;Emilianópolis;3238;3227;Emilianópolis;3214;certo
RS;4306809;Encantado;23047;22880;Encantado;22706;certo
RN;2403301;Encanto;5697;5668;Encanto;5638;certo
BA;2910404;Encruzilhada;15914;16446;Encruzilhada;17006;certo
RS;4306908;Encruzilhada do Sul;26039;25960;Encruzilhada do Sul;25877;certo
PR;4107405;Enéas Marques;5906;5933;Enéas Marques;5961;certo
PR;4107504;Engenheiro Beltrão;13962;13981;Engenheiro Beltrão;14000;certo
MG;3123700;Engenheiro Caldas;11268;11202;Engenheiro Caldas;11134;certo
SP;3515152;Engenheiro Coelho;21712;21249;Engenheiro Coelho;20773;certo
MG;3123809;Engenheiro Navarro;7240;7241;Engenheiro Navarro;7242;certo
RJ;3301801;Engenheiro Paulo de Frontin;14138;14071;Engenheiro Paulo de Frontin;14002;certo
RS;4306924;Engenho Velho;932;982;Engenho Velho;1034;certo
MG;3123858;Entre Folhas;5383;5377;Entre Folhas;5370;certo
BA;2910503;Entre Rios;42014;41901;Entre Rios;41780;certo
SC;4205175;Entre Rios;3232;3218;Entre Rios;3203;certo
MG;3123908;Entre Rios de Minas;15458;15380;Entre Rios de Minas;15298;certo
PR;4107538;Entre Rios do Oeste;4651;4596;Entre Rios do Oeste;4539;certo
RS;4306957;Entre Rios do Sul;2724;2758;Entre Rios do Sul;2792;certo
RS;4306932;Entre-Ijuís;8350;8411;Entre-Ijuís;8475;certo
AM;1301506;Envira;20748;20393;Envira;20033;certo
AC;1200252;Epitaciolândia;18979;18696;Epitaciolândia;18411;certo
RN;2403400;Equador;6064;6054;Equador;6045;certo
RS;4306973;Erebango;2978;2982;Erebango;2991;certo
RS;4307005;Erechim;107368;106633;Erechim;105862;certo
CE;2304277;Ereré;7254;7225;Ererê;7198;errado
BA;2900504;Érico Cardoso;10513;10560;Érico Cardoso;10610;certo
SC;4205191;Ermo;2059;2061;Ermo;2063;certo
RS;4307054;Ernestina;3171;3170;Ernestina;3168;certo
RS;4307203;Erval Grande;4780;4819;Erval Grande;4859;certo
RS;4307302;Erval Seco;6697;6802;Erval Seco;6912;certo
SC;4205209;Erval Velho;4423;4418;Erval Velho;4412;certo
MG;3124005;Ervália;19019;18958;Ervália;18895;certo
PE;2605202;Escada;69701;69292;Escada;68875;certo
RS;4307401;Esmeralda;3291;3287;Esmeralda;3282;certo
MG;3124104;Esmeraldas;72512;71551;Esmeraldas;70552;certo
MG;3124203;Espera Feliz;25287;25122;Espera Feliz;24951;certo
PB;2506004;Esperança;33386;33199;Esperança;33007;certo
RS;4307450;Esperança do Sul;2846;2885;Esperança do Sul;2926;certo
PR;4107520;Esperança Nova;1633;1665;Esperança Nova;1698;certo
TO;1707405;Esperantina;11280;11139;Esperantina;10996;certo
PI;2203701;Esperantina;39953;39848;Esperantina;39737;certo
MA;2104008;Esperantinópolis;16971;17104;Esperantinópolis;17241;certo
PR;4107546;Espigão Alto do Iguaçu;3980;4048;Espigão Alto do Iguaçu;4117;certo
RO;1100098;Espigão D'Oeste;33009;32695;Espigão D'Oeste;32374;certo
MG;3124302;Espinosa;31603;31610;Espinosa;31617;certo
RN;2403509;Espírito Santo;10463;10484;Espírito Santo;10505;certo
MG;3124401;Espírito Santo do Dourado;4728;4710;Espírito Santo do Dourado;4692;certo
SP;3515186;Espírito Santo do Pinhal;44607;44471;Espírito Santo do Pinhal;44330;certo
SP;3515194;Espírito Santo do Turvo;4926;4878;Espírito Santo do Turvo;4829;certo
BA;2910602;Esplanada;37902;37578;Esplanada;37237;certo
RS;4307500;Espumoso;15594;15591;Espumoso;15588;certo
RS;4307559;Estação;5924;5940;Estação;5958;certo
SE;2802106;Estância;69919;69556;Estância;69184;certo
RS;4307609;Estância Velha;51292;50672;Estância Velha;50022;certo
RS;4307708;Esteio;83352;83279;Esteio;83202;certo
MG;3124500;Estiva;11416;11386;Estiva;11354;certo
SP;3557303;Estiva Gerbi;11507;11407;Estiva Gerbi;11304;certo
MA;2104057;Estreito;43097;42527;Estreito;41946;certo
RS;4307807;Estrela;34669;34399;Estrela;34116;certo
MG;3124609;Estrela Dalva;2308;2325;Estrela Dalva;2343;certo
AL;2702553;Estrela de Alagoas;18304;18255;Estrela de Alagoas;18205;certo
MG;3124708;Estrela do Indaiá;3483;3491;Estrela do Indaiá;3500;certo
SP;3515301;Estrela do Norte;2774;2770;Estrela do Norte;2766;certo
GO;5207501;Estrela do Norte;3253;3264;Estrela do Norte;3275;certo
MG;3124807;Estrela do Sul;8057;8018;Estrela do Sul;7978;certo
SP;3515202;Estrela d'Oeste;8420;8419;Estrela d'Oeste;8419;certo
RS;4307815;Estrela Velha;3646;3650;Estrela Velha;3655;certo
BA;2910701;Euclides da Cunha;61112;60858;Euclides da Cunha;60585;certo
SP;3515350;Euclides da Cunha Paulista;9280;9325;Euclides da Cunha Paulista;9371;certo
RS;4307831;Eugênio de Castro;2310;2352;Eugênio de Castro;2396;certo
MG;3124906;Eugenópolis;11383;11330;Eugenópolis;11275;certo
BA;2910727;Eunápolis;115360;114396;Eunápolis;113380;certo
CE;2304285;Eusébio;55035;54337;Eusébio;53618;certo
MG;3125002;Ewbank da Câmara;3932;3923;Ewbank da Câmara;3913;certo
MG;3125101;Extrema;37649;36951;Extrema;36225;certo
RN;2403608;Extremoz;29282;28936;Extremoz;28583;certo
PE;2605301;Exu;31709;31766;Exu;31825;certo
PB;2506103;Fagundes;11180;11215;Fagundes;11253;certo
RS;4307864;Fagundes Varela;2750;2741;Fagundes Varela;2731;certo
GO;5207535;Faina;6527;6576;Faina;6627;certo
MG;3125200;Fama;2374;2376;Fama;2377;certo
MG;3125309;Faria Lemos;3202;3221;Faria Lemos;3241;certo
CE;2304301;Farias Brito;19330;19389;Farias Brito;19450;certo
PA;1503002;Faro;6949;7070;Faro;7194;certo
PR;4107553;Farol;2995;3041;Farol;3089;certo
RS;4307906;Farroupilha;73758;73061;Farroupilha;72331;certo
SP;3515400;Fartura;16102;16070;Fartura;16036;certo
PI;2203750;Fartura do Piauí;5330;5319;Fartura do Piauí;5307;certo
TO;1707553;Fátima;3824;3830;Fátima;3835;certo
BA;2910750;Fátima;17801;17845;Fátima;17890;certo
MS;5003801;Fátima do Sul;19152;19170;Fátima do Sul;19189;certo
PR;4107603;Faxinal;17379;17316;Faxinal;17251;certo
RS;4308003;Faxinal do Soturno;6651;6663;Faxinal do Soturno;6677;certo
SC;4205308;Faxinal dos Guedes;10630;10649;Faxinal dos Guedes;10667;certo
RS;4308052;Faxinalzinho;2256;2284;Faxinalzinho;2315;certo
GO;5207600;Fazenda Nova;5471;5553;Fazenda Nova;5637;certo
PR;4107652;Fazenda Rio Grande;103750;102004;Fazenda Rio Grande;100209;certo
RS;4308078;Fazenda Vilanova;4680;4608;Fazenda Vilanova;4533;certo
AC;1200302;Feijó;34986;34884;Feijó;34780;certo
BA;2910776;Feira da Mata;5656;5661;Feira da Mata;5665;certo
BA;2910800;Feira de Santana;624107;619609;Feira de Santana;614872;certo
